 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2015
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"130356 Rio Preto da Eva";-;-;-;4;-;-;4
"130360 Santa Isabel do Rio Negro";-;-;-;-;2;-;2
"130370 Santo Antônio do Içá";-;-;-;-;1;-;1
"130380 São Gabriel da Cachoeira";-;-;-;-;9;-;9
"130390 São Paulo de Olivença";-;-;-;-;3;-;3
"130395 São Sebastião do Uatumã";-;-;-;-;-;-;-
"130400 Silves";-;-;-;1;-;-;1
"130406 Tabatinga";2;-;-;5;6;-;13
"130410 Tapauá";-;-;-;-;-;-;-
"130420 Tefé";2;-;-;2;-;-;4
"130423 Tonantins";-;-;-;-;-;-;-
"130426 Uarini";2;-;-;-;-;-;2
"130430 Urucará";-;-;-;1;1;-;2
"130440 Urucurituba";-;-;-;-;-;-;-
"130000 Município ignorado - AM";-;-;-;-;-;-;-
"140005 Alto Alegre";-;-;-;-;8;-;8
"140002 Amajari";-;-;-;1;2;-;3
"140010 Boa Vista";6;2;-;43;1;2;54
"140015 Bonfim";-;-;-;1;1;-;2
"140017 Cantá";-;-;-;1;1;-;2
"140020 Caracaraí";-;-;-;6;5;-;11
"140023 Caroebe";-;-;-;-;-;-;-
"140028 Iracema";-;-;-;1;1;-;2
"140030 Mucajaí";-;-;-;1;1;-;2
"140040 Normandia";-;-;-;1;-;-;1
"140045 Pacaraima";-;-;-;1;-;-;1
"140047 Rorainópolis";-;-;-;3;-;-;3
"140050 São João da Baliza";-;-;-;1;-;-;1
"140060 São Luiz";-;-;-;-;-;-;-
"140070 Uiramutã";-;-;-;-;1;-;1
"140000 Município ignorado - RR";-;-;-;-;-;-;-
"150010 Abaetetuba";3;-;-;15;-;-;18
"150013 Abel Figueiredo";-;1;-;1;-;-;2
"150020 Acará";-;1;-;3;-;-;4
"150030 Afuá";-;-;-;1;-;-;1
"150034 Água Azul do Norte";-;-;-;1;-;-;1
"150040 Alenquer";1;-;-;4;-;-;5
"150050 Almeirim";1;1;-;-;-;-;2
"150060 Altamira";1;1;-;18;-;-;20
"150070 Anajás";-;-;-;1;-;-;1
"150080 Ananindeua";5;1;1;49;-;2;58
"150085 Anapu";1;1;-;1;-;-;3
"150090 Augusto Corrêa";1;-;-;2;-;-;3
"150095 Aurora do Pará";1;-;-;2;-;-;3
"150100 Aveiro";-;-;-;1;-;-;1
"150110 Bagre";-;-;-;-;-;-;-
"150120 Baião";-;-;-;8;-;-;8
"150125 Bannach";1;-;-;2;-;-;3
"150130 Barcarena";-;1;-;11;-;-;12
"150140 Belém";24;1;-;114;-;2;141
"150145 Belterra";-;-;-;3;-;-;3
"150150 Benevides";1;-;-;9;-;-;10
"150157 Bom Jesus do Tocantins";-;-;-;2;-;-;2
"150160 Bonito";-;-;-;3;-;-;3
"150170 Bragança";-;-;-;5;-;1;6
"150172 Brasil Novo";-;-;-;3;-;-;3
"150175 Brejo Grande do Araguaia";-;-;-;-;-;-;-
"150178 Breu Branco";2;1;-;5;-;-;8
"150180 Breves";1;-;-;7;-;-;8
"150190 Bujaru";-;-;-;2;-;-;2
"150200 Cachoeira do Arari";-;-;-;-;-;-;-
"150195 Cachoeira do Piriá";-;-;-;-;-;-;-
"150210 Cametá";-;1;-;7;-;-;8
"150215 Canaã dos Carajás";3;1;-;-;-;-;4
"150220 Capanema";3;-;-;1;-;-;4
"150230 Capitão Poço";1;-;-;2;-;-;3
"150240 Castanhal";4;1;1;15;-;-;21
"150250 Chaves";-;-;-;-;-;-;-
"150260 Colares";-;-;-;1;-;-;1
"150270 Conceição do Araguaia";2;-;-;5;-;-;7
"150275 Concórdia do Pará";-;-;-;1;-;-;1
"150276 Cumaru do Norte";-;-;-;1;-;-;1
"150277 Curionópolis";-;-;-;4;-;-;4
"150280 Curralinho";-;-;-;-;-;-;-
"150285 Curuá";-;-;-;3;-;-;3
"150290 Curuçá";-;-;-;2;-;-;2
"150293 Dom Eliseu";1;1;-;4;-;-;6
"150295 Eldorado do Carajás";-;-;-;2;-;-;2
"150300 Faro";-;-;-;-;-;-;-
"150304 Floresta do Araguaia";1;-;-;2;-;-;3
"150307 Garrafão do Norte";-;-;-;2;-;-;2
"150309 Goianésia do Pará";-;-;-;6;-;-;6
"150310 Gurupá";-;-;-;2;-;-;2
"150320 Igarapé-Açu";-;-;-;5;-;-;5
"150330 Igarapé-Miri";-;-;-;1;-;-;1
"150340 Inhangapi";1;-;-;-;-;-;1
"150345 Ipixuna do Pará";1;-;-;1;-;-;2
"150350 Irituia";-;-;-;1;-;-;1
"150360 Itaituba";-;-;1;18;-;-;19
"150370 Itupiranga";-;-;-;3;-;-;3
"150375 Jacareacanga";-;-;-;-;-;-;-
"150380 Jacundá";3;-;-;2;-;-;5
"150390 Juruti";-;1;-;3;-;-;4
"150400 Limoeiro do Ajuru";1;-;-;2;-;-;3
"150405 Mãe do Rio";1;-;-;2;-;-;3
"150410 Magalhães Barata";1;-;-;-;-;-;1
"150420 Marabá";8;3;-;29;1;2;43
"150430 Maracanã";-;-;-;1;-;-;1
"150440 Marapanim";2;-;-;4;-;-;6
"150442 Marituba";-;-;-;11;-;-;11
"150445 Medicilândia";-;-;-;1;-;-;1
"150450 Melgaço";-;1;-;2;-;-;3
"150460 Mocajuba";-;-;-;-;-;-;-
"150470 Moju";1;-;-;8;-;-;9
"150475 Mojuí dos Campos";-;-;-;3;-;-;3
"150480 Monte Alegre";-;-;-;6;-;-;6
"150490 Muaná";-;-;-;1;-;-;1
"150495 Nova Esperança do Piriá";-;-;-;-;-;-;-
"150497 Nova Ipixuna";-;-;-;3;-;-;3
"150500 Nova Timboteua";-;1;-;2;-;-;3
"150503 Novo Progresso";1;1;-;5;-;-;7
"150506 Novo Repartimento";1;-;-;5;-;-;6
"150510 Óbidos";1;-;-;3;-;-;4
"150520 Oeiras do Pará";-;-;-;2;-;-;2
"150530 Oriximiná";-;1;-;2;-;-;3
"150540 Ourém";-;-;-;2;-;-;2
"150543 Ourilândia do Norte";2;-;-;1;-;-;3
"150548 Pacajá";-;1;-;3;-;-;4
"150549 Palestina do Pará";-;-;-;-;-;-;-
"150550 Paragominas";2;1;-;8;1;-;12
"150553 Parauapebas";5;3;-;18;-;-;26
"150555 Pau D'Arco";-;-;-;-;-;-;-
"150560 Peixe-Boi";1;-;-;1;-;-;2
"150563 Piçarra";-;-;-;-;-;-;-
"150565 Placas";-;-;-;1;-;-;1
"150570 Ponta de Pedras";-;-;-;-;-;-;-
"150580 Portel";-;-;-;3;1;-;4
"150590 Porto de Moz";-;-;-;-;-;-;-
"150600 Prainha";-;-;-;2;-;-;2
"150610 Primavera";-;-;-;-;-;-;-
"150611 Quatipuru";-;-;-;-;-;-;-
"150613 Redenção";4;2;-;13;-;-;19
"150616 Rio Maria";-;-;-;-;-;-;-
"150618 Rondon do Pará";2;-;-;5;-;-;7
"150619 Rurópolis";-;-;-;-;-;-;-
"150620 Salinópolis";-;-;-;5;-;-;5
"150630 Salvaterra";-;-;-;2;-;-;2
"150635 Santa Bárbara do Pará";-;-;-;2;-;-;2
"150640 Santa Cruz do Arari";-;-;-;-;-;-;-
"150650 Santa Izabel do Pará";-;1;-;7;-;-;8
"150655 Santa Luzia do Pará";2;-;-;3;-;-;5
"150658 Santa Maria das Barreiras";1;-;-;-;-;-;1
"150660 Santa Maria do Pará";-;-;-;1;-;-;1
"150670 Santana do Araguaia";1;-;-;2;-;-;3
"150680 Santarém";5;1;-;23;-;-;29
"150690 Santarém Novo";-;-;-;-;-;-;-
"150700 Santo Antônio do Tauá";-;-;-;4;-;-;4
"150710 São Caetano de Odivelas";1;-;-;1;-;-;2
"150715 São Domingos do Araguaia";2;-;-;6;-;-;8
"150720 São Domingos do Capim";-;-;-;4;-;-;4
"150730 São Félix do Xingu";-;1;-;5;-;-;6
"150740 São Francisco do Pará";-;-;-;5;-;-;5
"150745 São Geraldo do Araguaia";-;-;-;2;-;-;2
"150746 São João da Ponta";-;-;-;-;-;-;-
"150747 São João de Pirabas";-;-;-;3;-;-;3
"150750 São João do Araguaia";-;-;-;1;-;-;1
"150760 São Miguel do Guamá";-;2;-;3;-;-;5
"150770 São Sebastião da Boa Vista";-;-;-;1;-;-;1
"150775 Sapucaia";-;-;-;1;-;-;1
"150780 Senador José Porfírio";-;-;-;1;-;-;1
"150790 Soure";-;1;-;2;-;-;3
"150795 Tailândia";2;-;-;4;-;-;6
"150796 Terra Alta";-;-;-;-;-;-;-
"150797 Terra Santa";-;-;-;-;-;-;-
"150800 Tomé-Açu";2;2;1;3;-;1;9
"150803 Tracuateua";-;-;-;2;-;-;2
"150805 Trairão";-;-;-;-;-;-;-
"150808 Tucumã";-;2;-;2;-;-;4
"150810 Tucuruí";1;1;-;4;-;-;6
"150812 Ulianópolis";-;-;-;5;-;-;5
"150815 Uruará";-;-;-;3;-;-;3
"150820 Vigia";-;-;-;4;-;-;4
"150830 Viseu";1;-;-;3;-;1;5
"150835 Vitória do Xingu";1;-;-;1;-;-;2
"150840 Xinguara";-;2;-;6;-;-;8
"150000 Município ignorado - PA";-;-;-;-;-;1;1
"160010 Amapá";-;-;-;-;-;-;-
"160020 Calçoene";-;-;-;1;-;-;1
"160021 Cutias";-;-;-;-;-;1;1
"160023 Ferreira Gomes";-;-;-;-;-;-;-
"160025 Itaubal";-;-;-;-;-;-;-
"160027 Laranjal do Jari";-;1;-;1;-;2;4
"160030 Macapá";3;1;-;31;-;7;42
"160040 Mazagão";-;-;-;-;-;-;-
"160050 Oiapoque";-;-;-;1;-;-;1
"160015 Pedra Branca do Amapari";-;-;-;1;-;-;1
"160053 Porto Grande";-;-;-;-;-;-;-
"160055 Pracuúba";-;-;-;-;-;-;-
"160060 Santana";-;-;-;7;-;-;7
"160005 Serra do Navio";1;-;-;-;-;-;1
"160070 Tartarugalzinho";-;-;-;1;-;-;1
"160080 Vitória do Jari";-;-;-;-;-;-;-
"160000 Município ignorado - AP";-;-;-;-;-;-;-
"170025 Abreulândia";-;-;-;-;-;-;-
"170030 Aguiarnópolis";-;-;-;1;-;-;1
"170035 Aliança do Tocantins";-;-;-;1;-;-;1
"170040 Almas";-;1;-;1;-;-;2
"170070 Alvorada";1;1;-;1;-;-;3
"170100 Ananás";-;1;-;1;-;-;2
"170105 Angico";-;-;-;-;-;-;-
"170110 Aparecida do Rio Negro";-;-;-;2;-;-;2
"170130 Aragominas";-;-;-;-;-;-;-
"170190 Araguacema";-;-;-;1;-;-;1
"170200 Araguaçu";-;-;-;-;-;-;-
"170210 Araguaína";7;1;-;18;-;-;26
"170215 Araguanã";1;-;-;1;-;-;2
"170220 Araguatins";-;-;-;2;-;-;2
"170230 Arapoema";1;-;-;-;-;-;1
"170240 Arraias";1;-;-;3;-;-;4
"170255 Augustinópolis";-;-;-;6;-;-;6
"170270 Aurora do Tocantins";-;-;-;-;-;-;-
"170290 Axixá do Tocantins";-;-;-;-;-;-;-
"170300 Babaçulândia";-;-;-;1;-;-;1
"170305 Bandeirantes do Tocantins";-;-;-;-;-;-;-
"170307 Barra do Ouro";-;-;-;1;-;-;1
"170310 Barrolândia";-;-;-;3;-;-;3
"170320 Bernardo Sayão";-;-;-;1;-;-;1
"170330 Bom Jesus do Tocantins";-;-;-;1;-;-;1
"170360 Brasilândia do Tocantins";-;-;-;-;-;-;-
"170370 Brejinho de Nazaré";-;-;-;1;-;-;1
"170380 Buriti do Tocantins";-;1;-;1;-;-;2
"170382 Cachoeirinha";-;-;-;-;-;-;-
"170384 Campos Lindos";1;-;-;2;-;-;3
"170386 Cariri do Tocantins";-;-;-;-;-;-;-
"170388 Carmolândia";-;-;-;-;-;-;-
"170389 Carrasco Bonito";-;-;-;1;-;-;1
"170390 Caseara";-;-;-;-;-;-;-
"170410 Centenário";-;-;-;-;-;-;-
"170510 Chapada da Natividade";-;-;-;1;-;-;1
"170460 Chapada de Areia";-;-;-;-;-;-;-
"170550 Colinas do Tocantins";1;1;-;2;-;-;4
"171670 Colméia";-;-;-;1;-;-;1
"170555 Combinado";-;1;-;-;-;-;1
"170560 Conceição do Tocantins";-;1;-;-;-;-;1
"170600 Couto Magalhães";-;-;-;-;-;-;-
"170610 Cristalândia";2;-;-;-;-;-;2
"170625 Crixás do Tocantins";-;-;-;-;-;-;-
"170650 Darcinópolis";-;-;-;-;-;-;-
"170700 Dianópolis";-;-;-;2;-;-;2
"170710 Divinópolis do Tocantins";-;-;-;-;-;-;-
"170720 Dois Irmãos do Tocantins";1;-;-;1;-;-;2
"170730 Dueré";-;1;-;-;-;-;1
"170740 Esperantina";-;1;-;1;-;-;2
"170755 Fátima";1;-;-;-;-;1;2
"170765 Figueirópolis";1;-;-;1;-;-;2
"170770 Filadélfia";2;1;-;1;-;-;4
"170820 Formoso do Araguaia";-;-;-;3;-;-;3
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-
"170830 Goianorte";-;-;-;-;-;-;-
"170900 Goiatins";-;1;-;-;-;-;1
"170930 Guaraí";1;-;-;3;-;-;4
"170950 Gurupi";6;2;-;7;-;1;16
"170980 Ipueiras";-;-;-;-;-;-;-
"171050 Itacajá";1;-;-;1;1;-;3
"171070 Itaguatins";-;-;-;-;-;-;-
"171090 Itapiratins";-;-;-;-;-;-;-
"171110 Itaporã do Tocantins";-;-;-;-;-;-;-
"171150 Jaú do Tocantins";-;-;-;-;-;-;-
"171180 Juarina";-;-;-;1;-;-;1
"171190 Lagoa da Confusão";1;-;-;1;2;-;4
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-
"171200 Lajeado";-;-;-;-;-;-;-
"171215 Lavandeira";-;-;-;-;-;-;-
"171240 Lizarda";-;-;-;-;-;-;-
"171245 Luzinópolis";-;-;-;-;-;-;-
"171250 Marianópolis do Tocantins";-;-;-;-;-;-;-
"171270 Mateiros";-;-;-;-;-;-;-
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-
"171320 Miracema do Tocantins";-;-;-;1;-;-;1
"171330 Miranorte";-;-;-;-;-;-;-
"171360 Monte do Carmo";-;-;-;-;-;-;-
"171370 Monte Santo do Tocantins";1;-;-;1;-;-;2
"171395 Muricilândia";1;-;-;-;-;-;1
"171420 Natividade";1;1;-;-;-;-;2
"171430 Nazaré";-;-;-;-;-;-;-
"171488 Nova Olinda";-;-;-;3;-;1;4
"171500 Nova Rosalândia";-;1;-;-;-;-;1
"171510 Novo Acordo";-;-;-;1;-;-;1
"171515 Novo Alegre";-;-;-;-;-;-;-
"171525 Novo Jardim";-;-;-;-;-;-;-
"171550 Oliveira de Fátima";-;-;-;-;-;-;-
"172100 Palmas";13;2;-;17;-;2;34
"171570 Palmeirante";1;-;-;-;-;-;1
"171380 Palmeiras do Tocantins";-;-;-;-;-;-;-
"171575 Palmeirópolis";-;-;-;1;-;-;1
"171610 Paraíso do Tocantins";9;-;-;7;-;1;17
"171620 Paranã";-;-;-;-;-;-;-
"171630 Pau D'Arco";-;-;-;-;-;-;-
"171650 Pedro Afonso";1;-;-;1;-;-;2
"171660 Peixe";-;-;-;1;-;-;1
"171665 Pequizeiro";-;-;-;-;-;-;-
"171700 Pindorama do Tocantins";2;-;-;-;-;-;2
"171720 Piraquê";-;-;-;-;-;-;-
"171750 Pium";-;-;-;-;-;-;-
"171780 Ponte Alta do Bom Jesus";-;1;-;-;-;-;1
"171790 Ponte Alta do Tocantins";1;-;-;-;-;-;1
"171800 Porto Alegre do Tocantins";-;-;-;-;-;-;-
"171820 Porto Nacional";4;1;-;9;-;-;14
"171830 Praia Norte";-;-;-;2;-;-;2
"171840 Presidente Kennedy";-;-;-;-;-;-;-
"171845 Pugmil";-;-;-;-;-;-;-
"171850 Recursolândia";-;-;-;1;-;-;1
"171855 Riachinho";-;-;-;-;-;-;-
"171865 Rio da Conceição";-;-;-;-;-;-;-
"171870 Rio dos Bois";-;-;-;1;-;-;1
"171875 Rio Sono";1;-;-;1;-;-;2
"171880 Sampaio";-;-;-;-;-;-;-
"171884 Sandolândia";-;-;-;-;-;-;-
"171886 Santa Fé do Araguaia";-;-;-;1;-;-;1
"171888 Santa Maria do Tocantins";-;-;-;1;-;-;1
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;-
"171890 Santa Rosa do Tocantins";-;-;-;2;-;-;2
"171900 Santa Tereza do Tocantins";1;-;-;-;-;-;1
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;-;-
"172010 São Bento do Tocantins";-;-;-;-;-;-;-
"172015 São Félix do Tocantins";-;-;-;-;-;-;-
"172020 São Miguel do Tocantins";-;1;-;-;-;-;1
"172025 São Salvador do Tocantins";-;-;-;1;-;-;1
"172030 São Sebastião do Tocantins";-;-;-;-;-;-;-
"172049 São Valério";-;-;-;1;-;-;1
"172065 Silvanópolis";-;-;-;-;-;-;-
"172080 Sítio Novo do Tocantins";-;-;-;-;-;-;-
"172085 Sucupira";-;-;-;-;-;-;-
"172090 Taguatinga";-;-;-;-;-;-;-
"172093 Taipas do Tocantins";-;-;-;-;-;-;-
"172097 Talismã";-;-;-;-;-;-;-
"172110 Tocantínia";-;-;-;-;-;-;-
"172120 Tocantinópolis";1;-;-;3;1;-;5
"172125 Tupirama";-;-;-;-;-;-;-
"172130 Tupiratins";-;-;-;-;-;-;-
"172208 Wanderlândia";1;-;-;1;-;-;2
"172210 Xambioá";-;-;-;1;-;-;1
"170000 Município ignorado - TO";-;2;-;-;-;-;2
"210005 Açailândia";1;-;-;1;-;-;2
"210010 Afonso Cunha";-;-;-;-;-;-;-
"210015 Água Doce do Maranhão";-;1;-;2;-;-;3
"210020 Alcântara";-;-;-;4;-;-;4
"210030 Aldeias Altas";-;-;-;1;-;-;1
"210040 Altamira do Maranhão";-;-;-;2;-;-;2
"210043 Alto Alegre do Maranhão";-;1;-;-;-;-;1
"210047 Alto Alegre do Pindaré";1;1;-;2;-;-;4
"210050 Alto Parnaíba";-;-;-;2;-;-;2
"210055 Amapá do Maranhão";-;-;-;2;-;-;2
"210060 Amarante do Maranhão";2;-;-;3;1;-;6
"210070 Anajatuba";1;-;-;-;-;-;1
"210080 Anapurus";-;-;-;-;-;-;-
"210083 Apicum-Açu";-;-;-;-;-;-;-
"210087 Araguanã";-;-;-;-;-;-;-
"210090 Araioses";2;-;-;4;-;-;6
"210095 Arame";-;1;-;3;2;-;6
"210100 Arari";1;-;-;1;-;-;2
"210110 Axixá";-;-;-;-;-;-;-
"210120 Bacabal";1;-;-;4;-;-;5
"210125 Bacabeira";1;-;-;1;-;-;2
"210130 Bacuri";-;-;-;-;-;-;-
"210135 Bacurituba";-;-;-;-;-;-;-
"210140 Balsas";3;1;-;7;-;-;11
"210150 Barão de Grajaú";-;-;-;2;-;-;2
"210160 Barra do Corda";6;-;-;9;3;-;18
"210170 Barreirinhas";1;-;-;4;-;-;5
"210177 Bela Vista do Maranhão";-;-;-;-;-;-;-
"210173 Belágua";-;-;-;-;-;-;-
"210180 Benedito Leite";-;-;-;-;-;-;-
"210190 Bequimão";-;-;-;1;-;-;1
"210193 Bernardo do Mearim";-;-;-;-;-;-;-
"210197 Boa Vista do Gurupi";-;-;-;1;-;-;1
"210200 Bom Jardim";-;1;-;3;-;-;4
"210203 Bom Jesus das Selvas";-;-;-;5;-;-;5
"210207 Bom Lugar";-;-;-;1;-;1;2
"210210 Brejo";-;1;-;2;-;-;3
"210215 Brejo de Areia";1;-;-;-;-;-;1
"210220 Buriti";1;-;-;-;-;-;1
"210230 Buriti Bravo";-;-;-;1;-;-;1
"210232 Buriticupu";3;-;-;5;-;1;9
"210235 Buritirana";-;-;-;-;-;-;-
"210237 Cachoeira Grande";-;-;-;-;-;-;-
"210240 Cajapió";-;-;-;-;-;-;-
"210250 Cajari";-;-;-;-;-;-;-
"210255 Campestre do Maranhão";-;-;-;-;-;-;-
"210260 Cândido Mendes";1;-;-;-;-;-;1
"210270 Cantanhede";1;-;-;1;-;-;2
"210275 Capinzal do Norte";-;-;-;1;-;-;1
"210280 Carolina";1;-;-;2;-;-;3
"210290 Carutapera";-;-;-;4;-;-;4
"210300 Caxias";2;3;-;9;-;3;17
"210310 Cedral";-;-;-;-;-;-;-
"210312 Central do Maranhão";-;-;-;-;-;-;-
"210315 Centro do Guilherme";1;-;-;1;-;-;2
"210317 Centro Novo do Maranhão";-;-;-;2;-;-;2
"210320 Chapadinha";-;1;-;5;-;-;6
"210325 Cidelândia";-;-;-;2;-;-;2
"210330 Codó";2;3;-;10;-;-;15
"210340 Coelho Neto";1;-;-;4;-;-;5
"210350 Colinas";-;1;-;5;-;-;6
"210355 Conceição do Lago-Açu";-;-;-;-;-;-;-
"210360 Coroatá";-;-;-;3;-;1;4
"210370 Cururupu";2;-;-;2;-;-;4
"210375 Davinópolis";2;-;-;2;-;-;4
"210380 Dom Pedro";-;1;-;2;-;-;3
"210390 Duque Bacelar";-;-;-;-;-;-;-
"210400 Esperantinópolis";1;1;-;3;-;-;5
"210405 Estreito";1;1;-;2;-;-;4
"210407 Feira Nova do Maranhão";-;-;-;-;-;-;-
"210408 Fernando Falcão";-;-;-;-;-;-;-
