 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2010
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"241030 Serra Caiada";-;-;-;2;-;-;2
"241330 Serra de São Bento";-;-;-;1;-;-;1
"241335 Serra do Mel";1;-;-;1;-;-;2
"241340 Serra Negra do Norte";-;-;-;1;-;-;1
"241350 Serrinha";-;-;-;1;-;1;2
"241355 Serrinha dos Pintos";-;-;-;-;-;-;-
"241360 Severiano Melo";-;-;-;-;-;-;-
"241370 Sítio Novo";1;-;-;1;-;-;2
"241380 Taboleiro Grande";-;-;-;-;-;-;-
"241390 Taipu";-;-;-;-;-;-;-
"241400 Tangará";-;-;-;2;-;-;2
"241410 Tenente Ananias";2;-;-;3;-;-;5
"241415 Tenente Laurentino Cruz";1;-;-;1;-;-;2
"241105 Tibau";1;-;-;1;-;-;2
"241420 Tibau do Sul";-;-;-;-;-;-;-
"241430 Timbaúba dos Batistas";-;-;-;-;-;-;-
"241440 Touros";-;-;-;1;-;-;1
"241445 Triunfo Potiguar";-;-;-;-;-;-;-
"241450 Umarizal";2;-;-;-;-;-;2
"241460 Upanema";-;-;-;1;-;-;1
"241470 Várzea";-;-;-;-;-;-;-
"241475 Venha-Ver";-;-;-;-;-;-;-
"241480 Vera Cruz";2;-;-;-;-;1;3
"241490 Viçosa";-;-;-;-;-;-;-
"241500 Vila Flor";-;-;-;-;-;-;-
"240000 Município ignorado - RN";-;-;-;-;-;-;-
"250010 Água Branca";-;-;-;-;-;-;-
"250020 Aguiar";-;-;-;-;-;-;-
"250030 Alagoa Grande";-;-;-;1;-;-;1
"250040 Alagoa Nova";-;-;-;2;-;-;2
"250050 Alagoinha";-;-;-;-;-;-;-
"250053 Alcantil";-;-;-;1;-;-;1
"250057 Algodão de Jandaíra";-;-;-;-;-;-;-
"250060 Alhandra";-;-;-;1;-;-;1
"250073 Amparo";-;-;-;1;-;-;1
"250077 Aparecida";-;-;-;2;-;-;2
"250080 Araçagi";-;-;-;3;-;1;4
"250090 Arara";-;-;-;3;-;-;3
"250100 Araruna";-;-;-;-;-;1;1
"250110 Areia";-;-;-;3;-;-;3
"250115 Areia de Baraúnas";-;-;-;-;-;-;-
"250120 Areial";1;-;-;-;-;-;1
"250130 Aroeiras";1;-;-;2;-;-;3
"250135 Assunção";-;-;-;-;-;-;-
"250140 Baía da Traição";-;-;-;-;-;-;-
"250150 Bananeiras";-;-;-;1;-;1;2
"250153 Baraúna";-;-;-;-;-;-;-
"250160 Barra de Santa Rosa";-;-;-;1;-;-;1
"250157 Barra de Santana";-;-;-;-;-;-;-
"250170 Barra de São Miguel";-;-;-;-;-;-;-
"250180 Bayeux";2;-;-;9;-;1;12
"250190 Belém";-;-;-;-;-;1;1
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;-
"250205 Bernardino Batista";-;-;-;-;-;-;-
"250210 Boa Ventura";-;-;-;-;-;-;-
"250215 Boa Vista";-;-;-;1;-;-;1
"250220 Bom Jesus";-;-;-;-;-;-;-
"250230 Bom Sucesso";-;-;-;1;-;-;1
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-
"250250 Boqueirão";-;-;-;1;-;-;1
"250270 Borborema";-;-;-;2;-;-;2
"250280 Brejo do Cruz";-;-;-;1;-;-;1
"250290 Brejo dos Santos";-;-;-;-;-;-;-
"250300 Caaporã";-;-;-;3;-;-;3
"250310 Cabaceiras";-;-;-;-;-;-;-
"250320 Cabedelo";-;-;-;9;-;-;9
"250330 Cachoeira dos Índios";-;-;-;-;-;-;-
"250340 Cacimba de Areia";-;-;-;-;-;-;-
"250350 Cacimba de Dentro";-;-;-;-;-;-;-
"250355 Cacimbas";-;-;-;1;-;-;1
"250360 Caiçara";-;-;-;-;-;-;-
"250370 Cajazeiras";6;-;-;1;-;-;7
"250375 Cajazeirinhas";-;-;-;-;-;-;-
"250380 Caldas Brandão";-;-;-;-;-;-;-
"250390 Camalaú";-;-;-;1;-;-;1
"250400 Campina Grande";2;-;-;38;-;-;40
"250403 Capim";-;-;-;-;-;-;-
"250407 Caraúbas";-;-;-;-;-;-;-
"250410 Carrapateira";-;-;-;-;-;-;-
"250415 Casserengue";-;-;-;-;-;-;-
"250420 Catingueira";-;-;-;-;-;-;-
"250430 Catolé do Rocha";-;-;-;1;-;-;1
"250435 Caturité";-;-;-;-;-;-;-
"250440 Conceição";1;1;-;-;-;-;2
"250450 Condado";-;-;-;-;-;-;-
"250460 Conde";1;-;-;3;-;1;5
"250470 Congo";-;-;-;-;-;-;-
"250480 Coremas";-;-;-;1;-;-;1
"250485 Coxixola";-;-;-;-;-;-;-
"250490 Cruz do Espírito Santo";-;-;-;1;-;-;1
"250500 Cubati";-;-;-;-;-;-;-
"250510 Cuité";1;-;-;3;-;1;5
"250523 Cuité de Mamanguape";-;-;-;-;-;-;-
"250520 Cuitegi";-;-;-;-;-;-;-
"250527 Curral de Cima";-;-;-;1;-;-;1
"250530 Curral Velho";-;-;-;-;-;-;-
"250535 Damião";-;-;-;-;-;-;-
"250540 Desterro";-;-;-;1;-;-;1
"250560 Diamante";-;-;-;1;-;-;1
"250570 Dona Inês";-;-;-;-;-;-;-
"250580 Duas Estradas";-;-;-;-;-;-;-
"250590 Emas";-;-;-;-;-;-;-
"250600 Esperança";-;-;-;3;-;-;3
"250610 Fagundes";-;-;-;-;-;-;-
"250620 Frei Martinho";-;-;-;-;-;-;-
"250625 Gado Bravo";-;-;-;-;-;-;-
"250630 Guarabira";-;-;-;-;-;3;3
"250640 Gurinhém";-;-;-;-;-;-;-
"250650 Gurjão";-;-;-;-;-;-;-
"250660 Ibiara";-;-;-;1;-;-;1
"250260 Igaracy";-;-;-;-;-;-;-
"250670 Imaculada";-;-;-;-;-;-;-
"250680 Ingá";-;-;-;-;-;-;-
"250690 Itabaiana";-;-;-;1;-;-;1
"250700 Itaporanga";-;1;-;1;-;-;2
"250710 Itapororoca";1;-;-;-;-;2;3
"250720 Itatuba";-;-;-;2;-;-;2
"250730 Jacaraú";-;-;-;1;-;1;2
"250740 Jericó";-;-;-;-;-;-;-
"250750 João Pessoa";8;-;1;58;-;4;71
"251365 Joca Claudino";-;-;-;-;-;-;-
"250760 Juarez Távora";1;-;-;-;-;-;1
"250770 Juazeirinho";-;-;-;3;-;-;3
"250780 Junco do Seridó";-;-;-;-;-;-;-
"250790 Juripiranga";-;-;-;-;-;-;-
"250800 Juru";-;-;-;1;-;-;1
"250810 Lagoa";-;-;-;-;-;-;-
"250820 Lagoa de Dentro";-;-;-;-;-;-;-
"250830 Lagoa Seca";-;-;-;1;-;-;1
"250840 Lastro";-;-;-;-;-;-;-
"250850 Livramento";-;-;-;1;-;-;1
"250855 Logradouro";-;-;-;1;-;-;1
"250860 Lucena";-;-;-;-;-;-;-
"250870 Mãe d'Água";-;-;-;-;-;-;-
"250880 Malta";-;-;-;-;-;-;-
"250890 Mamanguape";-;-;-;3;-;-;3
"250900 Manaíra";-;-;-;2;-;-;2
"250905 Marcação";-;-;-;-;-;-;-
"250910 Mari";-;-;-;1;-;-;1
"250915 Marizópolis";-;1;-;-;-;-;1
"250920 Massaranduba";-;-;-;-;-;-;-
"250930 Mataraca";-;-;-;-;-;-;-
"250933 Matinhas";-;-;-;-;-;-;-
"250937 Mato Grosso";-;-;-;-;-;-;-
"250939 Maturéia";-;-;-;-;-;-;-
"250940 Mogeiro";-;-;-;2;-;-;2
"250950 Montadas";-;-;-;1;-;-;1
"250960 Monte Horebe";-;-;-;2;-;-;2
"250970 Monteiro";1;-;-;2;-;-;3
"250980 Mulungu";-;-;-;-;-;1;1
"250990 Natuba";-;-;-;-;-;-;-
"251000 Nazarezinho";-;-;-;-;-;-;-
"251010 Nova Floresta";-;-;-;1;-;-;1
"251020 Nova Olinda";-;-;-;1;-;-;1
"251030 Nova Palmeira";-;-;-;-;-;-;-
"251040 Olho d'Água";-;-;-;3;-;-;3
"251050 Olivedos";-;-;-;1;-;-;1
"251060 Ouro Velho";-;-;-;-;-;-;-
"251065 Parari";-;-;-;-;-;-;-
"251070 Passagem";-;-;-;-;-;-;-
"251080 Patos";1;-;-;8;-;-;9
"251090 Paulista";-;-;-;-;-;-;-
"251100 Pedra Branca";-;-;-;-;-;-;-
"251110 Pedra Lavrada";-;-;-;-;-;-;-
"251120 Pedras de Fogo";-;-;-;2;-;-;2
"251272 Pedro Régis";-;-;-;-;-;-;-
"251130 Piancó";-;-;-;-;-;-;-
"251140 Picuí";-;-;-;2;-;-;2
"251150 Pilar";-;-;-;3;-;-;3
"251160 Pilões";-;-;-;-;-;-;-
"251170 Pilõezinhos";-;-;-;-;-;-;-
"251180 Pirpirituba";-;-;-;1;-;1;2
"251190 Pitimbu";-;-;-;2;-;-;2
"251200 Pocinhos";1;-;-;-;-;-;1
"251203 Poço Dantas";-;-;-;-;-;-;-
"251207 Poço de José de Moura";-;-;-;-;-;-;-
"251210 Pombal";1;-;-;4;-;-;5
"251220 Prata";-;-;-;-;-;-;-
"251230 Princesa Isabel";3;-;-;2;-;-;5
"251240 Puxinanã";-;-;-;-;-;-;-
"251250 Queimadas";3;-;-;2;-;-;5
"251260 Quixaba";-;-;-;-;-;-;-
"251270 Remígio";-;-;-;2;-;-;2
"251274 Riachão";-;-;-;-;-;-;-
"251275 Riachão do Bacamarte";-;-;-;1;-;-;1
"251276 Riachão do Poço";-;-;-;-;-;-;-
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;-
"251280 Riacho dos Cavalos";-;-;-;-;-;-;-
"251290 Rio Tinto";1;-;-;1;-;-;2
"251300 Salgadinho";-;-;-;-;-;-;-
"251310 Salgado de São Félix";-;-;-;-;-;-;-
"251315 Santa Cecília";1;-;-;-;-;-;1
"251320 Santa Cruz";-;-;-;-;-;-;-
"251330 Santa Helena";-;-;-;-;-;-;-
"251335 Santa Inês";-;-;-;-;-;-;-
"251340 Santa Luzia";-;-;-;2;-;-;2
"251370 Santa Rita";1;-;-;11;-;-;12
"251380 Santa Teresinha";1;-;-;-;-;-;1
"251350 Santana de Mangueira";-;-;-;-;-;-;-
"251360 Santana dos Garrotes";-;-;-;-;-;-;-
"251385 Santo André";-;-;-;-;-;-;-
"251392 São Bentinho";-;-;-;-;-;-;-
"251390 São Bento";-;1;-;6;-;-;7
"251396 São Domingos";1;-;-;-;-;-;1
"251394 São Domingos do Cariri";-;-;-;-;-;-;-
"251398 São Francisco";1;-;-;-;-;-;1
"251400 São João do Cariri";-;-;-;-;-;-;-
"250070 São João do Rio do Peixe";1;-;-;-;-;-;1
"251410 São João do Tigre";-;-;-;-;-;-;-
"251420 São José da Lagoa Tapada";-;-;-;-;-;-;-
"251430 São José de Caiana";-;-;-;-;-;-;-
"251440 São José de Espinharas";-;-;-;-;-;-;-
"251450 São José de Piranhas";1;-;-;-;-;-;1
"251455 São José de Princesa";-;-;-;1;-;-;1
"251460 São José do Bonfim";-;-;-;-;-;-;-
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-
"251470 São José do Sabugi";-;-;-;-;-;-;-
"251480 São José dos Cordeiros";-;-;-;-;-;-;-
"251445 São José dos Ramos";-;-;-;1;-;-;1
"251490 São Mamede";-;-;-;-;-;-;-
"251500 São Miguel de Taipu";-;-;-;1;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;-;-
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;-
"251540 São Vicente do Seridó";-;-;-;-;-;-;-
"251530 Sapé";-;-;-;1;-;5;6
"251550 Serra Branca";1;-;-;-;-;-;1
"251560 Serra da Raiz";-;-;-;-;-;-;-
"251570 Serra Grande";-;-;-;-;-;-;-
"251580 Serra Redonda";-;-;-;-;-;-;-
"251590 Serraria";-;-;-;-;-;-;-
"251593 Sertãozinho";-;-;-;-;-;-;-
"251597 Sobrado";2;-;-;-;-;-;2
"251600 Solânea";-;-;-;3;-;2;5
"251610 Soledade";-;-;-;-;-;-;-
"251615 Sossêgo";-;-;-;-;-;-;-
"251620 Sousa";3;1;-;10;-;1;15
"251630 Sumé";-;-;-;1;-;-;1
"251640 Tacima";-;-;-;1;-;-;1
"251650 Taperoá";-;-;-;2;-;-;2
"251660 Tavares";-;-;-;1;-;-;1
"251670 Teixeira";-;1;-;2;-;-;3
"251675 Tenório";-;-;-;-;-;-;-
"251680 Triunfo";-;-;-;-;-;-;-
"251690 Uiraúna";2;-;-;-;-;-;2
"251700 Umbuzeiro";-;-;-;2;-;-;2
"251710 Várzea";-;-;-;-;-;-;-
"251720 Vieirópolis";-;-;-;-;-;-;-
"250550 Vista Serrana";-;-;-;-;-;-;-
"251740 Zabelê";-;-;-;-;-;-;-
"250000 Município ignorado - PB";-;-;-;1;-;-;1
"260005 Abreu e Lima";-;-;-;10;-;5;15
"260010 Afogados da Ingazeira";3;-;-;1;-;-;4
"260020 Afrânio";-;-;-;3;-;-;3
"260030 Agrestina";2;-;-;2;-;-;4
"260040 Água Preta";-;-;-;2;-;-;2
"260050 Águas Belas";2;-;-;2;-;1;5
"260060 Alagoinha";-;-;-;1;-;-;1
"260070 Aliança";1;-;-;3;-;1;5
"260080 Altinho";1;-;-;1;-;-;2
"260090 Amaraji";1;-;-;2;-;-;3
"260100 Angelim";1;-;-;1;-;-;2
"260105 Araçoiaba";-;-;-;2;-;-;2
"260110 Araripina";2;1;-;10;-;-;13
"260120 Arcoverde";1;1;-;3;-;-;5
"260130 Barra de Guabiraba";-;-;-;-;-;-;-
"260140 Barreiros";-;-;-;5;-;1;6
"260150 Belém de Maria";-;-;-;-;-;-;-
"260160 Belém do São Francisco";2;-;-;5;-;-;7
"260170 Belo Jardim";2;-;-;9;-;-;11
"260180 Betânia";-;-;-;-;-;-;-
"260190 Bezerros";1;-;-;9;-;-;10
"260200 Bodocó";-;1;-;5;-;1;7
"260210 Bom Conselho";1;1;-;3;-;-;5
"260220 Bom Jardim";1;-;-;2;-;-;3
"260230 Bonito";-;-;-;4;-;-;4
"260240 Brejão";-;-;-;-;-;-;-
"260250 Brejinho";-;-;-;1;-;-;1
"260260 Brejo da Madre de Deus";1;-;-;3;-;-;4
"260270 Buenos Aires";-;-;-;1;-;-;1
"260280 Buíque";-;-;-;4;-;-;4
"260290 Cabo de Santo Agostinho";3;1;-;20;-;3;27
"260300 Cabrobó";-;-;-;1;1;-;2
"260310 Cachoeirinha";-;-;-;1;-;-;1
"260320 Caetés";-;-;-;2;-;-;2
"260330 Calçado";-;-;-;2;-;-;2
"260340 Calumbi";-;-;-;-;-;-;-
"260345 Camaragibe";4;-;-;19;-;-;23
"260350 Camocim de São Félix";1;-;-;-;-;-;1
"260360 Camutanga";-;-;-;-;-;-;-
"260370 Canhotinho";1;-;-;2;-;-;3
"260380 Capoeiras";-;-;-;3;-;1;4
"260390 Carnaíba";-;-;-;1;-;-;1
"260392 Carnaubeira da Penha";-;-;-;-;1;-;1
"260400 Carpina";-;-;-;5;-;1;6
"260410 Caruaru";9;2;-;31;-;1;43
"260415 Casinhas";-;-;-;2;-;-;2
"260420 Catende";3;-;-;2;-;-;5
"260430 Cedro";-;-;-;1;-;-;1
"260440 Chã de Alegria";-;-;-;-;-;-;-
"260450 Chã Grande";1;-;-;2;-;1;4
"260460 Condado";1;-;-;1;-;-;2
"260470 Correntes";-;-;-;1;-;-;1
"260480 Cortês";-;-;-;-;-;2;2
"260490 Cumaru";1;-;-;2;-;-;3
"260500 Cupira";1;-;-;1;-;-;2
"260510 Custódia";-;-;-;2;-;-;2
"260515 Dormentes";1;-;-;1;-;-;2
"260520 Escada";3;-;-;2;-;-;5
"260530 Exu";-;-;-;3;-;-;3
"260540 Feira Nova";-;-;-;1;-;1;2
"260545 Fernando de Noronha";-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;1;-;-;1
"260560 Flores";-;-;-;2;-;-;2
"260570 Floresta";-;-;-;3;-;3;6
"260580 Frei Miguelinho";-;-;-;-;-;-;-
"260590 Gameleira";-;-;-;2;-;-;2
"260600 Garanhuns";3;1;-;10;-;1;15
"260610 Glória do Goitá";1;-;-;1;-;-;2
"260620 Goiana";1;-;-;8;-;1;10
"260630 Granito";-;-;-;-;-;-;-
"260640 Gravatá";3;-;-;4;-;1;8
"260650 Iati";-;-;-;1;-;-;1
"260660 Ibimirim";-;-;-;2;-;-;2
"260670 Ibirajuba";-;-;-;-;-;-;-
"260680 Igarassu";4;-;-;10;-;3;17
"260690 Iguaracy";4;-;-;1;-;-;5
"260760 Ilha de Itamaracá";-;-;-;-;-;-;-
"260700 Inajá";-;-;-;1;-;-;1
"260710 Ingazeira";-;-;-;-;-;-;-
"260720 Ipojuca";1;-;-;11;-;2;14
"260730 Ipubi";-;-;-;2;-;1;3
"260740 Itacuruba";-;-;-;-;-;-;-
"260750 Itaíba";-;-;-;1;-;-;1
"260765 Itambé";1;-;-;1;-;1;3
"260770 Itapetim";-;-;-;1;-;-;1
"260775 Itapissuma";1;-;-;4;-;1;6
"260780 Itaquitinga";-;-;-;1;-;-;1
"260790 Jaboatão dos Guararapes";19;1;1;44;-;7;72
"260795 Jaqueira";-;-;-;-;-;-;-
"260800 Jataúba";1;-;-;1;-;-;2
"260805 Jatobá";1;-;-;1;-;-;2
"260810 João Alfredo";1;-;-;2;-;-;3
"260820 Joaquim Nabuco";-;1;-;2;-;-;3
"260825 Jucati";-;-;-;1;-;-;1
"260830 Jupi";-;-;-;1;-;-;1
"260840 Jurema";1;-;-;2;-;-;3
"260850 Lagoa de Itaenga";-;-;-;6;-;-;6
"260845 Lagoa do Carro";1;-;-;-;-;-;1
"260860 Lagoa do Ouro";-;-;-;1;-;-;1
"260870 Lagoa dos Gatos";-;-;-;1;-;-;1
"260875 Lagoa Grande";-;-;-;1;-;-;1
"260880 Lajedo";-;-;-;1;-;-;1
"260890 Limoeiro";5;-;-;2;-;2;9
"260900 Macaparana";1;-;-;2;-;2;5
"260910 Machados";-;-;-;1;-;-;1
"260915 Manari";2;-;-;4;-;-;6
"260920 Maraial";-;-;-;3;-;-;3
"260930 Mirandiba";1;-;-;-;-;-;1
"261430 Moreilândia";-;-;-;-;-;-;-
"260940 Moreno";1;-;-;3;-;-;4
"260950 Nazaré da Mata";-;-;-;3;-;-;3
"260960 Olinda";16;1;-;48;-;5;70
"260970 Orobó";1;-;-;2;-;-;3
"260980 Orocó";-;-;1;3;2;-;6
"260990 Ouricuri";2;-;-;5;-;-;7
"261000 Palmares";3;-;-;5;-;-;8
"261010 Palmeirina";-;-;-;1;-;-;1
"261020 Panelas";-;-;-;4;-;-;4
"261030 Paranatama";4;-;-;1;-;-;5
"261040 Parnamirim";-;-;-;1;-;-;1
"261050 Passira";-;-;-;-;-;-;-
"261060 Paudalho";-;-;-;3;-;-;3
"261070 Paulista";11;-;1;24;-;3;39
"261080 Pedra";-;-;-;1;-;-;1
"261090 Pesqueira";2;-;-;10;1;-;13
"261100 Petrolândia";-;1;-;2;-;-;3
"261110 Petrolina";7;3;-;18;-;2;30
"261120 Poção";-;-;-;-;-;1;1
"261130 Pombos";-;-;-;-;-;-;-
"261140 Primavera";1;-;-;-;-;-;1
"261150 Quipapá";2;-;-;3;-;-;5
"261153 Quixaba";1;-;-;1;-;-;2
"261160 Recife";112;6;1;169;-;23;311
"261170 Riacho das Almas";-;-;-;2;-;-;2
"261180 Ribeirão";-;-;-;3;-;-;3
"261190 Rio Formoso";-;-;-;-;-;-;-
"261200 Sairé";-;-;-;-;-;-;-
"261210 Salgadinho";1;-;-;-;-;-;1
"261220 Salgueiro";-;3;-;3;-;-;6
"261230 Saloá";-;-;-;1;-;-;1
"261240 Sanharó";1;-;-;3;-;-;4
"261245 Santa Cruz";-;-;-;-;-;-;-
"261247 Santa Cruz da Baixa Verde";2;1;-;1;-;-;4
"261250 Santa Cruz do Capibaribe";3;-;-;5;-;-;8
"261255 Santa Filomena";-;-;-;2;-;-;2
"261260 Santa Maria da Boa Vista";-;-;-;7;-;-;7
"261270 Santa Maria do Cambucá";1;-;-;2;-;1;4
"261280 Santa Terezinha";-;-;-;-;-;-;-
"261290 São Benedito do Sul";1;-;-;1;-;-;2
"261300 São Bento do Una";3;-;-;2;-;-;5
"261310 São Caitano";1;-;-;5;-;-;6
"261320 São João";-;-;-;5;-;-;5
"261330 São Joaquim do Monte";2;-;-;1;-;-;3
"261340 São José da Coroa Grande";2;-;-;2;-;-;4
"261350 São José do Belmonte";1;-;-;2;-;-;3
"261360 São José do Egito";3;-;-;2;-;1;6
"261370 São Lourenço da Mata";2;-;-;8;-;1;11
"261380 São Vicente Ferrer";-;-;-;-;-;-;-
"261390 Serra Talhada";-;-;-;5;-;-;5
"261400 Serrita";1;1;-;-;-;-;2
"261410 Sertânia";-;-;-;1;-;-;1
"261420 Sirinhaém";1;-;-;4;-;1;6
"261440 Solidão";-;-;-;-;-;-;-
"261450 Surubim";2;-;-;6;-;-;8
"261460 Tabira";1;-;-;1;-;-;2
"261470 Tacaimbó";1;-;-;1;-;-;2
"261480 Tacaratu";1;-;-;3;-;-;4
"261485 Tamandaré";1;-;-;3;-;-;4
"261500 Taquaritinga do Norte";-;-;-;5;-;-;5
"261510 Terezinha";-;-;-;-;-;-;-
"261520 Terra Nova";-;-;-;-;-;-;-
"261530 Timbaúba";2;-;-;-;-;-;2
"261540 Toritama";-;-;-;4;-;-;4
"261550 Tracunhaém";-;1;-;2;-;-;3
"261560 Trindade";-;-;-;5;-;-;5
"261570 Triunfo";1;-;-;1;-;-;2
"261580 Tupanatinga";1;-;-;2;-;-;3
"261590 Tuparetama";1;-;-;-;-;1;2
"261600 Venturosa";-;-;-;1;-;-;1
"261610 Verdejante";-;-;-;-;-;-;-
"261618 Vertente do Lério";2;-;-;1;-;-;3
"261620 Vertentes";-;-;-;-;-;-;-
"261630 Vicência";-;-;-;-;-;-;-
"261640 Vitória de Santo Antão";4;-;-;13;-;-;17
"261650 Xexéu";-;-;-;2;-;-;2
"260000 Município ignorado - PE";1;-;-;10;-;1;12
"270010 Água Branca";-;-;-;1;-;-;1
"270020 Anadia";-;-;-;1;-;-;1
"270030 Arapiraca";1;-;-;41;-;3;45
"270040 Atalaia";-;-;-;9;-;1;10
"270050 Barra de Santo Antônio";-;-;-;2;-;-;2
"270060 Barra de São Miguel";-;-;-;-;-;-;-
"270070 Batalha";-;-;-;-;-;-;-
"270080 Belém";-;-;-;2;-;-;2
"270090 Belo Monte";-;-;-;-;-;-;-
"270100 Boca da Mata";-;-;-;-;-;-;-
"270110 Branquinha";-;1;-;2;-;1;4
"270120 Cacimbinhas";-;-;-;1;-;-;1
"270130 Cajueiro";-;-;-;1;-;-;1
"270135 Campestre";-;-;-;1;-;1;2
"270140 Campo Alegre";-;-;-;4;-;-;4
"270150 Campo Grande";-;-;-;1;-;-;1
"270160 Canapi";-;-;-;1;-;1;2
"270170 Capela";-;-;-;-;-;-;-
"270180 Carneiros";-;-;-;1;-;-;1
"270190 Chã Preta";-;-;-;1;-;-;1
"270200 Coité do Nóia";-;-;-;1;-;-;1
"270210 Colônia Leopoldina";-;-;-;-;-;-;-
"270220 Coqueiro Seco";-;-;-;-;-;-;-
"270230 Coruripe";-;-;-;4;-;2;6
"270235 Craíbas";-;-;-;1;-;1;2
"270240 Delmiro Gouveia";1;-;-;2;-;2;5
"270250 Dois Riachos";-;-;-;-;-;-;-
"270255 Estrela de Alagoas";-;-;-;-;-;-;-
"270260 Feira Grande";-;-;-;2;-;-;2
"270270 Feliz Deserto";-;-;-;-;-;-;-
"270280 Flexeiras";-;-;-;1;-;1;2
"270290 Girau do Ponciano";-;-;-;2;-;-;2
"270300 Ibateguara";-;-;-;3;-;-;3
"270310 Igaci";-;-;-;-;-;-;-
"270320 Igreja Nova";-;-;-;-;-;-;-
"270330 Inhapi";-;1;-;1;-;-;2
"270340 Jacaré dos Homens";-;-;-;-;-;-;-
"270350 Jacuípe";-;-;-;-;-;-;-
"270360 Japaratinga";1;-;-;-;-;-;1
"270370 Jaramataia";1;-;-;-;-;-;1
"270375 Jequiá da Praia";-;-;-;-;-;-;-
"270380 Joaquim Gomes";-;-;-;2;-;-;2
"270390 Jundiá";-;-;-;-;-;-;-
"270400 Junqueiro";-;-;-;3;-;-;3
"270410 Lagoa da Canoa";-;-;-;-;-;-;-
"270420 Limoeiro de Anadia";-;-;-;3;-;-;3
"270430 Maceió";16;1;1;81;1;40;140
"270440 Major Isidoro";-;-;-;1;-;-;1
"270490 Mar Vermelho";-;-;-;-;-;-;-
"270450 Maragogi";-;-;-;3;-;-;3
"270460 Maravilha";-;-;-;-;-;-;-
"270470 Marechal Deodoro";-;-;-;1;-;2;3
"270480 Maribondo";-;-;-;1;-;-;1
"270500 Mata Grande";-;-;-;5;-;-;5
"270510 Matriz de Camaragibe";-;-;-;3;-;-;3
"270520 Messias";-;-;-;1;-;-;1
"270530 Minador do Negrão";-;-;-;-;-;-;-
"270540 Monteirópolis";-;-;-;-;-;-;-
"270550 Murici";-;-;-;1;-;-;1
"270560 Novo Lino";-;-;-;-;-;-;-
"270570 Olho d'Água das Flores";-;-;-;1;-;-;1
"270580 Olho d'Água do Casado";-;-;-;-;-;-;-
"270590 Olho d'Água Grande";-;-;-;-;-;-;-
"270600 Olivença";-;-;-;-;-;-;-
"270610 Ouro Branco";-;-;-;1;-;-;1
"270620 Palestina";-;-;-;-;-;-;-
"270630 Palmeira dos Índios";-;-;-;9;-;1;10
"270640 Pão de Açúcar";-;-;-;1;-;1;2
"270642 Pariconha";-;-;-;-;-;-;-
"270644 Paripueira";-;-;-;-;-;-;-
"270650 Passo de Camaragibe";-;-;-;2;-;-;2
"270660 Paulo Jacinto";1;-;-;1;-;1;3
"270670 Penedo";-;-;-;10;-;-;10
"270680 Piaçabuçu";-;-;-;4;-;-;4
"270690 Pilar";-;-;-;1;-;2;3
"270700 Pindoba";1;-;-;-;-;-;1
"270710 Piranhas";1;-;-;2;-;-;3
"270720 Poço das Trincheiras";-;-;-;1;-;-;1
"270730 Porto Calvo";-;-;-;2;-;1;3
"270740 Porto de Pedras";-;-;-;1;-;-;1
"270750 Porto Real do Colégio";-;-;-;2;-;-;2
"270760 Quebrangulo";-;-;-;-;-;-;-
"270770 Rio Largo";-;-;-;2;-;2;4
"270780 Roteiro";-;-;-;-;-;-;-
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-
"270800 Santana do Ipanema";-;-;-;7;-;1;8
"270810 Santana do Mundaú";-;-;-;-;-;-;-
"270820 São Brás";-;1;-;1;-;-;2
"270830 São José da Laje";-;-;-;-;-;1;1
"270840 São José da Tapera";-;-;-;7;-;-;7
"270850 São Luís do Quitunde";-;-;-;3;-;-;3
"270860 São Miguel dos Campos";-;1;-;7;-;-;8
"270870 São Miguel dos Milagres";-;-;-;-;-;-;-
"270880 São Sebastião";1;-;-;5;-;-;6
"270890 Satuba";-;-;-;4;-;-;4
"270895 Senador Rui Palmeira";-;-;-;-;-;-;-
"270900 Tanque d'Arca";-;-;-;-;-;-;-
"270910 Taquarana";-;-;-;1;-;-;1
"270915 Teotônio Vilela";-;-;-;7;1;-;8
"270920 Traipu";-;1;-;4;-;-;5
"270930 União dos Palmares";-;-;-;9;-;5;14
"270940 Viçosa";-;-;-;3;-;1;4
"270000 Município ignorado - AL";-;-;-;-;-;-;-
"280010 Amparo de São Francisco";-;-;-;1;-;-;1
"280020 Aquidabã";2;-;-;-;-;-;2
"280030 Aracaju";31;3;-;46;-;-;80
"280040 Arauá";-;-;-;-;-;1;1
"280050 Areia Branca";-;-;-;3;-;-;3
"280060 Barra dos Coqueiros";-;-;-;2;-;-;2
"280067 Boquim";2;-;-;5;-;-;7
"280070 Brejo Grande";-;-;-;-;-;-;-
